Date,Price,Open,High,Low,Vol.,Change %
12/10/2014,981.88,983.00,992.50,979.55,3.90M,0.00
12/9/2014,982.40,991.38,993.00,976.23,5.03M,0.00
12/8/2014,985.08,1004.50,1009.50,978.88,83.16M,-0.05
12/5/2014,1035.15,1057.50,1058.30,1029.90,3.68M,-0.02
12/4/2014,1050.90,1055.00,1072.45,1047.50,4.70M,-0.01
12/3/2014,1061.75,1050.75,1066.47,1042.28,6.39M,0.00
12/2/2014,1063.30,1082.47,1082.47,1057.50,5.33M,-0.02
12/1/2014,1087.46,1096.75,1100.55,1073.15,9.17M,0.00
11/28/2014,1089.96,1092.53,1099.50,1085.85,7.17M,0.00
11/27/2014,1091.47,1080.47,1094.10,1078.00,8.69M,0.02
11/26/2014,1075.11,1075.00,1079.42,1067.90,3.97M,0.00
11/25/2014,1075.80,1073.75,1079.99,1061.50,7.44M,0.01
11/24/2014,1068.78,1050.00,1070.41,1047.99,5.52M,0.03
11/21/2014,1036.54,1042.50,1044.75,1025.40,5.23M,-0.02
11/20/2014,1056.40,1047.50,1058.12,1045.96,2.67M,0.01
11/19/2014,1043.34,1045.00,1047.49,1034.94,2.60M,0.00
11/18/2014,1045.59,1056.25,1056.95,1043.03,2.63M,-0.01
11/17/2014,1054.61,1046.25,1056.97,1037.03,2.73M,0.01
11/14/2014,1047.91,1048.50,1052.86,1043.50,2.62M,0.00
11/13/2014,1044.65,1030.50,1050.26,1028.10,2.48M,0.02
11/12/2014,1026.50,1030.25,1037.67,1024.28,2.70M,0.00
11/11/2014,1031.30,1041.25,1041.25,1025.95,3.13M,-0.01
11/10/2014,1041.38,1043.76,1045.28,1035.00,2.80M,0.00
11/7/2014,1041.65,1029.58,1045.75,1029.58,4.99M,0.01
11/5/2014,1031.20,1021.25,1038.50,1014.25,5.12M,0.01
11/3/2014,1021.48,1019.23,1027.50,1008.11,4.29M,0.01
10/31/2014,1012.81,996.76,1016.50,996.76,4.34M,0.03
10/30/2014,986.64,974.00,995.31,974.00,7.62M,0.02
10/29/2014,970.36,953.24,973.17,953.24,4.11M,0.02
10/28/2014,947.06,941.25,953.09,941.25,3.33M,0.00
10/27/2014,950.76,962.50,962.50,945.55,2.38M,0.00
10/23/2014,951.26,951.21,953.36,949.29,325.21K,0.00
10/22/2014,949.01,952.33,952.98,944.05,2.68M,0.01
10/21/2014,943.24,962.48,962.48,927.50,13.04M,-0.01
10/20/2014,953.09,963.25,965.64,950.52,3.85M,-0.01
10/17/2014,962.91,966.23,980.70,959.27,4.10M,0.00
10/16/2014,966.33,975.02,984.58,963.59,5.01M,-0.01
10/14/2014,979.58,991.25,991.25,975.00,3.43M,-0.01
10/13/2014,985.64,972.33,996.25,972.33,8.86M,0.01
10/10/2014,972.16,915.00,977.00,893.17,22.95M,0.07
10/9/2014,911.70,925.00,928.50,906.48,6.22M,0.00
10/8/2014,912.54,946.25,948.00,910.25,10.16M,-0.05
10/7/2014,957.83,942.33,973.24,942.33,10.03M,0.00
10/1/2014,961.83,930.50,964.99,930.50,4.74M,0.03
9/30/2014,936.94,936.05,939.08,925.27,3.46M,0.00
9/29/2014,937.26,925.25,940.24,920.27,2.50M,0.02
9/26/2014,920.04,921.25,930.06,915.12,4.43M,0.00
9/25/2014,922.75,912.50,929.70,911.50,12.49M,0.01
9/24/2014,911.20,907.50,918.06,899.56,2.78M,0.01
9/23/2014,901.77,911.25,920.86,898.89,6.48M,-0.01
9/22/2014,912.65,920.00,920.69,908.00,4.31M,-0.01
9/19/2014,925.51,924.75,946.98,920.33,7.38M,0.00
9/18/2014,924.25,918.49,932.42,913.61,4.55M,-0.01
9/17/2014,935.26,919.98,937.02,917.77,3.96M,0.02
9/16/2014,912.81,911.50,922.62,905.90,2.52M,0.00
9/15/2014,910.33,916.25,917.00,906.83,2.48M,-0.01
9/12/2014,917.48,922.00,927.00,912.50,1.95M,0.00
9/11/2014,921.04,918.50,924.92,907.65,2.51M,0.00
9/10/2014,916.83,927.00,927.00,915.00,2.54M,-0.02
9/9/2014,934.01,937.00,938.86,930.00,2.16M,-0.01
9/8/2014,945.41,933.17,947.62,933.17,3.26M,0.01
9/5/2014,932.69,933.00,948.75,926.34,3.23M,0.01
9/4/2014,927.19,931.25,931.25,924.46,3.12M,-0.01
9/3/2014,933.56,902.50,936.60,902.50,5.93M,0.03
9/2/2014,903.44,900.00,906.25,888.89,1.79M,0.00
9/1/2014,899.91,902.51,904.73,896.25,1.82M,0.00
8/28/2014,899.70,907.25,908.41,895.30,3.80M,-0.01
8/27/2014,907.64,907.50,912.50,900.27,2.78M,0.00
8/26/2014,906.04,905.50,910.00,900.00,2.92M,0.00
8/25/2014,906.95,899.75,908.92,890.51,2.10M,0.01
8/22/2014,900.25,887.24,902.00,887.00,2.43M,0.01
8/21/2014,887.24,889.06,890.85,882.50,2.15M,0.00
8/20/2014,888.64,890.75,895.62,886.75,1.97M,0.00
8/19/2014,886.95,890.25,897.25,882.50,3.21M,0.00
8/18/2014,889.95,903.00,903.00,887.50,3.39M,-0.01
8/14/2014,903.14,902.00,906.92,896.65,3.38M,0.00
8/13/2014,902.10,890.01,906.25,887.69,4.47M,0.01
8/12/2014,894.20,899.75,899.75,885.25,2.96M,0.00
8/11/2014,893.38,881.00,895.92,877.50,2.81M,0.03
8/8/2014,870.66,875.00,880.00,868.75,1.91M,-0.01
8/7/2014,876.84,874.75,886.10,870.59,3.88M,-0.02
8/6/2014,893.96,881.25,902.09,881.25,9.00M,0.02
8/5/2014,878.25,869.00,880.00,867.51,5.49M,0.01
8/4/2014,866.39,838.75,870.73,837.33,6.54M,0.04
8/1/2014,835.33,837.50,848.00,832.50,3.80M,-0.01
7/31/2014,841.91,845.00,848.73,835.80,4.23M,0.00
7/30/2014,843.05,848.50,848.50,836.40,4.97M,0.00
7/28/2014,842.77,836.25,846.75,830.21,2.30M,0.01
7/25/2014,838.05,849.75,849.75,826.17,2.67M,-0.01
7/24/2014,845.56,836.00,848.75,830.36,2.79M,0.01
7/23/2014,837.36,812.25,838.75,812.25,5.91M,0.04
7/22/2014,808.42,801.25,811.67,799.51,4.37M,0.01
7/21/2014,800.17,813.75,818.34,797.02,3.72M,-0.02
7/18/2014,812.89,813.25,818.67,810.90,2.05M,0.00
7/17/2014,809.83,815.02,836.48,807.91,2.47M,0.00
7/16/2014,807.40,810.00,811.25,800.81,2.29M,0.00
7/15/2014,806.41,809.75,814.49,804.26,2.07M,0.00
7/14/2014,806.31,828.75,828.75,796.45,4.12M,-0.03
7/11/2014,831.66,850.35,858.00,825.09,7.91M,0.01
7/10/2014,823.17,828.75,845.42,812.65,5.67M,-0.01
7/9/2014,827.59,832.50,846.00,822.50,4.14M,-0.01
7/8/2014,835.54,837.25,851.59,825.76,5.73M,0.00
7/7/2014,836.36,816.25,842.00,815.00,5.82M,0.03
7/4/2014,811.49,800.01,814.60,800.01,2.88M,0.01
7/3/2014,802.67,802.55,807.10,797.62,3.75M,0.00
7/2/2014,803.83,803.00,810.90,799.55,3.06M,0.00
7/1/2014,805.26,811.25,813.70,801.50,2.33M,-0.01
6/30/2014,813.89,805.00,815.75,802.85,3.65M,0.01
6/27/2014,805.85,800.00,808.90,793.00,3.45M,0.01
6/26/2014,795.62,805.00,808.75,792.19,3.69M,-0.01
6/25/2014,802.81,811.25,811.25,801.50,3.22M,0.00
6/24/2014,800.95,807.50,808.73,798.04,5.32M,-0.01
6/23/2014,808.14,825.00,827.24,805.36,3.16M,-0.03
6/20/2014,829.15,830.00,834.85,823.21,4.43M,0.00
6/19/2014,827.98,811.46,830.75,811.27,5.66M,0.02
6/18/2014,810.12,811.25,818.75,803.19,4.90M,0.00
6/17/2014,811.71,812.25,816.75,804.64,5.04M,0.00
6/16/2014,811.04,796.50,814.92,795.00,4.69M,0.02
6/13/2014,796.75,797.12,801.75,782.76,5.08M,0.00
6/12/2014,793.76,820.00,824.26,780.17,10.56M,-0.01
6/11/2014,798.34,776.25,814.31,772.59,10.19M,0.04
6/10/2014,768.79,750.00,772.30,749.09,5.24M,0.03
6/9/2014,746.61,751.50,753.75,744.02,5.43M,-0.01
6/6/2014,750.76,750.04,752.50,737.50,8.44M,-0.01
6/5/2014,760.29,750.00,767.10,740.50,6.08M,0.02
6/4/2014,746.12,753.75,756.84,738.38,2.75M,-0.01
6/3/2014,754.30,752.00,759.24,743.69,3.41M,0.01
6/2/2014,748.29,740.12,749.42,740.12,3.11M,0.02
5/30/2014,734.85,735.00,739.86,720.00,14.02M,0.01
5/29/2014,731.12,756.25,756.25,728.75,20.67M,-0.08
5/28/2014,793.33,780.88,797.00,779.50,2.69M,0.01
5/27/2014,783.51,775.00,788.75,774.88,2.49M,0.01
5/26/2014,773.71,767.75,777.74,762.54,2.88M,0.01
5/23/2014,767.39,781.25,792.75,753.04,4.54M,-0.01
5/22/2014,778.48,790.00,795.00,770.29,4.92M,-0.01
5/21/2014,789.27,779.50,791.08,774.76,3.39M,0.01
5/20/2014,780.55,762.25,784.71,760.55,4.39M,0.04
5/19/2014,753.76,799.50,799.50,750.02,8.62M,-0.05
5/16/2014,794.39,824.75,835.00,764.76,7.09M,-0.03
5/15/2014,818.11,813.52,823.71,801.31,4.20M,0.01
5/14/2014,813.52,812.56,816.25,804.29,2.59M,0.00
5/13/2014,816.31,795.75,818.75,795.75,3.65M,0.03
5/12/2014,793.77,779.55,796.62,776.26,3.52M,0.02
5/9/2014,777.86,766.25,781.25,763.21,3.09M,0.02
5/8/2014,766.33,767.50,772.10,761.61,4.58M,0.00
5/7/2014,766.84,787.75,792.50,762.50,7.80M,-0.03
5/6/2014,791.29,794.23,796.12,788.75,2.28M,0.00
5/5/2014,794.23,798.00,808.25,793.64,2.10M,-0.01
5/2/2014,804.92,796.25,811.75,796.25,2.38M,0.01
4/30/2014,795.20,794.41,797.50,792.75,3.87M,0.00
4/29/2014,794.44,795.75,798.75,792.75,2.42M,0.00
4/28/2014,794.51,792.25,798.25,791.25,3.02M,0.00
4/25/2014,793.90,797.00,800.00,790.84,2.98M,0.00
4/23/2014,793.16,793.51,797.96,791.00,6.01M,0.01
4/22/2014,787.66,793.01,800.00,785.60,3.31M,-0.01
4/21/2014,795.74,802.50,805.00,792.50,3.06M,0.00
4/17/2014,798.01,795.00,802.51,789.59,4.20M,0.01
4/16/2014,789.33,810.49,810.49,786.88,6.60M,-0.03
4/15/2014,814.95,833.05,847.00,811.88,10.39M,0.01
4/11/2014,808.79,802.50,813.90,791.25,9.34M,0.01
4/10/2014,800.30,813.62,814.44,796.54,10.63M,-0.02
4/9/2014,813.64,820.26,827.45,807.62,5.33M,-0.01
4/7/2014,823.35,824.50,828.61,814.00,3.55M,-0.01
4/4/2014,829.01,837.75,839.00,826.52,1.96M,-0.01
4/3/2014,834.54,834.88,837.00,829.76,2.35M,0.00
4/2/2014,830.51,837.20,837.50,827.62,2.82M,0.00
4/1/2014,828.49,820.76,831.25,818.75,4.31M,0.01
3/31/2014,820.70,821.33,826.24,807.51,4.59M,0.01
3/28/2014,815.65,810.02,819.75,806.83,3.57M,0.01
3/27/2014,807.76,812.00,815.73,803.99,6.80M,-0.01
3/26/2014,812.23,815.00,817.24,807.65,4.23M,0.00
3/25/2014,813.60,812.00,819.92,811.50,3.77M,-0.01
3/24/2014,818.95,818.05,829.61,817.50,4.08M,-0.01
3/22/2014,824.01,823.50,828.45,820.30,206.68K,0.00
3/21/2014,826.41,832.50,834.50,817.62,6.19M,0.00
3/20/2014,825.76,817.50,837.38,817.50,4.01M,0.01
3/19/2014,817.94,837.50,839.46,809.69,7.89M,-0.02
3/18/2014,837.64,850.00,852.98,835.00,5.90M,-0.01
3/14/2014,848.54,835.00,850.98,833.76,5.58M,0.01
3/13/2014,839.40,855.00,859.98,835.00,20.40M,-0.09
3/12/2014,917.83,918.35,925.84,913.00,1.97M,0.00
3/11/2014,918.84,913.25,927.23,907.76,2.06M,0.00
3/10/2014,917.90,932.42,932.42,911.33,3.72M,-0.02
3/7/2014,935.08,956.75,958.50,927.08,7.54M,-0.02
3/6/2014,957.98,959.50,962.49,954.34,3.11M,0.00
3/5/2014,955.42,956.98,961.10,952.48,2.47M,0.01
3/4/2014,949.89,942.50,956.11,940.48,3.47M,0.00
3/3/2014,949.56,956.25,962.49,947.99,3.60M,-0.01
2/28/2014,956.21,940.27,959.29,940.27,4.92M,0.00
2/26/2014,951.88,945.00,954.45,943.02,3.68M,0.01
2/25/2014,945.73,938.75,948.02,938.75,4.05M,0.01
2/24/2014,937.48,936.50,938.42,932.50,2.18M,0.00
2/21/2014,937.67,934.00,938.85,931.81,2.76M,0.01
2/20/2014,927.81,936.23,936.23,926.50,4.41M,-0.01
2/19/2014,938.35,923.91,940.50,923.77,3.53M,0.02
2/18/2014,920.50,911.75,923.65,911.75,2.49M,0.01
2/17/2014,914.54,921.25,921.25,912.21,6.78M,0.00
2/14/2014,911.08,903.89,916.00,900.81,2.98M,0.02
2/13/2014,896.45,901.20,904.49,895.01,1.79M,0.00
2/12/2014,900.02,900.12,906.86,898.30,2.10M,0.00
2/11/2014,899.06,896.00,905.50,893.38,2.92M,0.01
2/10/2014,893.45,894.98,896.50,889.38,3.02M,0.00
2/7/2014,891.64,896.75,900.46,887.21,3.78M,0.00
2/6/2014,890.92,893.00,895.75,885.25,2.87M,0.00
2/5/2014,895.31,895.00,897.25,885.69,2.16M,0.01
2/4/2014,890.27,895.25,897.99,886.64,2.27M,-0.02
2/3/2014,907.29,921.25,923.00,906.20,2.19M,-0.02
1/31/2014,925.27,925.00,934.94,921.64,2.68M,0.00
1/30/2014,926.06,925.92,929.17,915.00,3.59M,0.00
1/29/2014,929.45,916.50,935.92,913.41,4.05M,0.01
1/28/2014,918.77,926.75,927.17,916.71,7.05M,-0.02
1/27/2014,933.05,930.00,940.98,927.80,4.05M,-0.01
1/24/2014,939.54,941.25,949.24,938.67,3.44M,-0.01
1/23/2014,948.12,946.02,949.75,940.21,3.95M,0.01
1/22/2014,941.48,935.30,944.50,935.01,3.38M,0.00
1/21/2014,939.59,937.50,942.50,929.59,6.05M,0.00
1/20/2014,937.33,928.00,939.99,926.11,4.88M,0.01
1/17/2014,932.44,932.25,941.16,930.00,12.83M,0.00
1/16/2014,931.26,924.75,934.36,923.41,8.80M,0.00
1/15/2014,928.01,923.83,931.09,920.25,8.57M,0.01
1/14/2014,921.69,911.25,923.75,910.11,3.71M,0.01
1/13/2014,916.25,895.50,918.75,895.50,8.56M,0.03
1/10/2014,887.81,872.50,893.75,862.00,15.13M,0.03
1/9/2014,862.70,860.00,870.50,854.46,6.30M,0.01
1/8/2014,857.02,865.25,868.75,855.25,4.50M,-0.01
1/7/2014,864.29,879.76,881.48,861.67,3.86M,-0.02
1/6/2014,879.48,893.77,895.12,867.15,5.55M,-0.01
1/3/2014,891.29,868.75,893.75,863.56,5.02M,0.02
1/2/2014,870.14,865.81,877.00,865.81,2.20M,0.00
1/1/2014,867.00,873.00,874.75,865.51,739.34K,-0.01
12/31/2013,871.41,875.00,880.42,870.06,1.80M,0.00
12/30/2013,875.59,891.92,893.75,868.75,5.93M,-0.02
12/27/2013,890.33,882.50,893.00,882.49,3.69M,0.01
12/26/2013,880.16,871.75,883.60,870.94,3.43M,0.01
12/24/2013,871.60,871.50,875.73,866.52,3.55M,0.01
12/23/2013,867.11,875.00,884.98,865.14,4.42M,-0.02
12/20/2013,887.84,881.25,893.25,877.10,4.34M,0.01
12/19/2013,878.06,865.62,886.24,863.75,3.67M,0.02
12/18/2013,864.36,862.50,868.44,861.88,4.59M,0.00
12/17/2013,864.09,861.27,871.23,861.27,5.36M,0.00
12/16/2013,863.06,845.00,866.00,838.45,5.06M,0.02
12/13/2013,843.46,836.25,845.00,836.25,4.16M,0.00
12/12/2013,840.96,841.10,846.42,837.00,2.76M,0.00
12/11/2013,843.59,841.25,845.42,835.00,3.13M,0.00
12/10/2013,842.71,833.75,847.46,832.89,6.17M,0.01
12/9/2013,834.70,841.25,846.01,830.26,4.43M,0.00
12/6/2013,831.45,834.76,837.25,829.55,3.27M,-0.01
12/5/2013,837.83,845.00,849.75,835.50,3.16M,0.00
12/4/2013,841.34,837.50,846.50,834.20,4.22M,0.01
12/3/2013,837.19,830.00,839.88,830.00,3.50M,0.00
12/2/2013,834.67,838.00,844.23,831.27,2.36M,0.00
11/29/2013,838.64,834.00,841.50,827.50,2.71M,0.01
11/28/2013,831.95,825.35,834.50,816.25,3.75M,0.01
11/27/2013,823.33,830.00,833.96,821.45,3.39M,-0.01
11/26/2013,829.05,830.00,837.25,823.16,3.66M,0.00
11/25/2013,831.50,838.00,844.70,826.75,2.85M,-0.01
11/22/2013,836.90,836.50,843.75,834.00,1.36M,0.00
11/21/2013,836.09,849.00,850.00,828.27,4.25M,-0.02
11/20/2013,850.55,852.25,860.83,848.75,2.15M,-0.01
11/19/2013,860.74,851.50,862.00,850.01,4.49M,0.01
11/18/2013,851.02,847.75,853.75,846.96,3.16M,0.01
11/14/2013,838.56,838.08,843.75,837.51,2.17M,0.01
11/13/2013,833.01,829.01,839.65,829.01,2.34M,0.00
11/12/2013,834.21,840.62,843.75,832.02,3.23M,-0.01
11/11/2013,840.65,837.50,849.50,835.02,3.90M,0.00
11/8/2013,840.01,837.50,847.30,837.50,4.31M,0.00
11/7/2013,839.40,830.41,849.99,828.40,3.60M,0.02
11/6/2013,826.54,818.83,828.05,818.83,1.85M,0.01
11/5/2013,816.46,813.00,822.64,808.25,2.66M,0.00
11/3/2013,819.85,820.00,823.94,818.30,202.01K,0.00
11/1/2013,819.17,825.00,828.75,817.35,3.08M,-0.01
10/31/2013,827.48,826.08,832.00,824.05,4.84M,0.00
10/30/2013,830.98,827.75,834.71,826.86,2.80M,0.00
10/29/2013,833.90,829.88,841.24,826.69,2.60M,0.00
10/28/2013,830.86,829.30,833.73,823.29,1.71M,0.00
10/25/2013,832.89,832.00,837.50,826.58,3.01M,0.01
10/24/2013,827.19,825.58,843.75,822.51,3.24M,0.00
10/23/2013,831.20,830.00,834.70,819.75,3.28M,-0.01
10/22/2013,835.59,834.50,841.05,831.35,3.60M,0.00
10/21/2013,833.86,833.25,844.42,816.27,4.69M,0.01
10/18/2013,828.64,821.50,830.98,815.25,5.47M,0.01
10/17/2013,817.12,832.55,839.48,815.00,5.76M,-0.03
10/15/2013,838.70,831.00,841.76,828.20,4.61M,0.01
10/14/2013,831.09,814.00,833.89,814.00,6.12M,0.02
10/11/2013,818.62,833.75,834.50,789.20,20.65M,0.05
10/10/2013,781.90,781.27,790.24,772.69,8.72M,0.01
10/9/2013,777.46,756.75,782.85,752.50,8.69M,0.02
10/8/2013,758.54,760.08,763.00,755.58,8.99M,0.00
10/7/2013,755.46,753.75,759.94,751.60,4.90M,0.00
10/4/2013,754.10,756.56,759.75,751.25,3.68M,-0.01
10/3/2013,759.29,758.75,761.75,755.00,7.34M,0.01
10/1/2013,753.75,757.50,759.58,750.75,2.66M,0.00
9/30/2013,753.25,755.05,763.75,749.39,4.34M,0.00
9/27/2013,751.65,756.00,762.75,747.75,2.85M,0.00
9/26/2013,753.08,758.50,759.21,750.25,5.34M,0.00
9/25/2013,752.41,757.95,758.75,748.16,4.04M,0.00
9/24/2013,753.77,757.50,757.75,749.23,5.88M,0.00
9/23/2013,754.85,751.25,760.99,750.26,4.44M,0.01
9/20/2013,748.79,750.00,758.00,745.88,4.00M,-0.01
9/19/2013,754.75,749.75,758.75,748.08,7.66M,0.00
9/18/2013,754.29,756.25,757.31,751.25,3.72M,0.00
9/17/2013,755.65,754.25,757.49,747.75,4.01M,0.01
9/16/2013,748.35,756.25,764.49,745.02,3.17M,-0.01
9/13/2013,757.01,765.06,766.46,753.33,4.63M,-0.01
9/12/2013,766.46,776.25,779.77,762.00,3.48M,-0.02
9/11/2013,779.77,786.25,793.24,776.94,4.57M,-0.01
9/10/2013,789.73,758.00,797.00,758.00,10.94M,0.04
9/6/2013,757.26,751.48,767.98,751.48,6.73M,0.01
9/5/2013,751.20,774.17,774.17,748.77,4.73M,-0.03
9/4/2013,778.17,764.92,784.98,763.90,4.49M,0.03
9/3/2013,758.42,768.00,773.62,754.20,3.13M,-0.02
9/2/2013,771.48,769.27,781.90,766.15,2.56M,-0.01
8/30/2013,776.46,773.00,780.73,759.38,6.34M,0.00
8/29/2013,776.15,767.50,781.74,765.25,10.04M,0.00
8/28/2013,779.06,763.00,782.50,763.00,7.16M,0.02
8/27/2013,764.01,758.00,770.00,757.98,4.26M,0.01
8/26/2013,757.67,754.99,762.46,752.12,2.79M,0.01
8/23/2013,750.17,751.25,754.99,745.58,2.75M,-0.01
8/22/2013,755.05,747.25,759.11,741.00,5.48M,0.02
8/21/2013,739.69,748.70,748.70,730.52,3.76M,-0.02
8/20/2013,751.66,755.00,755.25,745.62,5.18M,0.00
8/19/2013,751.25,747.52,756.74,737.74,2.63M,0.01
8/16/2013,744.60,755.00,759.99,741.91,6.04M,-0.03
8/14/2013,767.41,767.50,773.73,760.64,4.61M,0.00
8/13/2013,770.90,752.02,773.50,752.00,5.17M,0.03
8/12/2013,751.35,744.00,755.00,742.75,3.80M,0.01
8/8/2013,741.14,735.00,744.50,735.00,2.88M,0.00
8/7/2013,740.84,743.75,750.70,737.81,3.25M,-0.01
8/6/2013,746.84,752.00,753.00,737.76,5.02M,-0.01
8/5/2013,752.26,749.70,756.25,749.12,4.25M,0.00
8/2/2013,752.20,746.25,755.00,745.27,5.98M,0.01
8/1/2013,743.66,747.00,748.79,739.19,4.35M,0.00
7/31/2013,742.41,742.25,747.90,732.05,5.90M,0.00
7/30/2013,738.92,732.75,743.25,732.75,3.17M,0.01
7/29/2013,730.30,727.50,736.00,727.50,2.18M,0.00
7/26/2013,728.33,732.50,738.25,725.65,3.45M,0.00
7/25/2013,728.83,727.25,736.34,725.25,3.59M,0.00
7/24/2013,727.15,720.00,731.75,720.00,2.44M,0.00
7/23/2013,725.49,722.50,729.29,722.50,3.08M,0.01
7/22/2013,719.19,705.55,723.73,705.50,3.38M,0.01
7/19/2013,711.86,700.75,716.25,700.75,8.20M,0.02
7/18/2013,700.19,688.50,704.38,684.71,6.54M,0.02
7/17/2013,687.71,682.91,689.59,682.91,3.29M,0.01
7/16/2013,682.20,675.51,692.65,670.26,3.15M,-0.01
7/15/2013,685.67,696.26,697.50,682.08,6.44M,-0.02
7/12/2013,701.05,695.29,726.40,687.50,26.44M,0.11
7/11/2013,632.09,633.75,640.86,627.44,7.85M,0.01
7/10/2013,625.29,626.25,630.00,623.25,3.43M,0.00
7/9/2013,624.55,620.25,628.50,620.25,4.31M,0.01
7/8/2013,617.04,621.25,623.50,615.12,2.71M,0.00
7/5/2013,614.05,616.75,620.89,609.67,2.17M,0.00
7/4/2013,617.00,608.25,618.79,605.00,2.61M,0.03
7/3/2013,601.12,600.25,612.98,598.15,2.67M,0.00
7/2/2013,600.99,612.02,615.89,600.00,2.56M,-0.02
7/1/2013,612.75,617.25,618.38,610.27,2.10M,-0.02
6/28/2013,624.71,617.80,626.94,606.00,5.85M,0.01
6/27/2013,620.70,605.25,624.99,603.15,5.34M,0.03
6/26/2013,599.85,597.90,603.65,592.91,2.78M,0.01
6/25/2013,593.48,595.00,596.71,586.25,2.90M,0.00
6/24/2013,595.10,600.62,600.81,587.98,3.67M,-0.02
6/21/2013,604.69,592.65,608.00,592.65,3.08M,0.02
6/20/2013,592.27,607.00,612.00,585.69,3.40M,-0.03
6/19/2013,609.59,611.50,612.17,601.83,2.92M,0.00
6/18/2013,611.64,607.50,615.00,606.17,2.14M,0.01
6/17/2013,605.65,602.86,606.50,598.71,1.36M,0.01
6/14/2013,598.74,597.92,602.25,594.29,2.79M,0.01
6/13/2013,594.98,606.00,606.25,593.75,2.08M,-0.02
6/12/2013,605.34,615.56,626.60,603.21,2.96M,-0.02
6/11/2013,618.88,622.50,628.62,616.46,2.98M,0.00
6/10/2013,621.69,615.00,624.50,614.30,2.14M,0.02
6/7/2013,611.70,606.25,618.23,605.00,3.31M,0.01
6/6/2013,607.41,612.50,613.66,603.98,3.75M,-0.01
6/5/2013,615.31,620.00,622.55,613.75,2.54M,-0.01
6/4/2013,623.98,622.50,629.86,615.90,5.86M,-0.01
6/3/2013,628.52,631.25,656.25,618.79,16.61M,0.04
5/31/2013,602.92,585.50,608.73,585.50,9.25M,0.03
5/30/2013,585.36,583.38,587.16,579.12,3.17M,0.00
5/29/2013,588.10,592.50,597.75,583.25,2.58M,-0.01
5/28/2013,591.55,592.50,595.00,588.41,2.12M,0.00
5/27/2013,593.17,585.30,596.50,582.58,1.66M,0.01
5/24/2013,586.98,590.40,596.25,583.50,1.84M,-0.01
5/23/2013,589.96,594.00,604.81,589.04,2.55M,-0.01
5/22/2013,596.33,600.00,608.25,594.56,3.12M,-0.01
5/21/2013,599.40,592.55,604.26,591.74,2.83M,0.01
5/20/2013,593.01,586.50,595.75,586.00,4.38M,0.01
5/17/2013,587.94,584.23,592.25,583.75,3.22M,0.01
5/16/2013,583.15,588.38,589.95,578.31,3.50M,-0.01
5/15/2013,590.11,588.25,593.17,586.85,4.45M,0.00
5/14/2013,587.51,584.33,592.70,584.33,2.24M,0.00
5/13/2013,584.90,588.75,590.54,582.58,2.51M,-0.01
5/11/2013,590.49,590.02,592.50,587.77,103.22K,0.00
5/10/2013,592.89,590.52,596.25,589.27,2.27M,0.00
5/9/2013,590.35,587.98,592.23,587.50,2.28M,0.00
5/8/2013,587.66,591.25,595.00,584.51,3.64M,0.00
5/7/2013,587.20,587.50,588.75,581.19,3.49M,0.00
5/6/2013,585.27,578.75,586.25,578.75,3.00M,0.01
5/3/2013,576.99,574.19,581.00,569.55,4.56M,0.01
5/2/2013,571.67,559.00,572.86,559.00,4.69M,0.02
4/30/2013,558.86,558.50,560.59,555.55,4.42M,0.00
4/29/2013,557.33,551.50,562.20,546.50,4.48M,0.01
4/26/2013,553.00,555.02,559.45,550.62,5.56M,-0.01
4/25/2013,556.92,562.00,562.50,555.79,6.88M,-0.02
4/23/2013,565.56,562.50,567.65,561.10,3.93M,0.01
4/22/2013,561.14,572.90,573.25,555.89,7.70M,-0.02
4/18/2013,573.92,571.60,580.75,570.33,6.61M,0.01
4/17/2013,570.96,575.00,577.99,562.50,7.57M,-0.01
4/16/2013,574.06,579.75,581.50,571.75,7.15M,-0.02
4/15/2013,584.76,572.50,589.25,551.00,33.28M,0.02
4/12/2013,574.16,656.26,656.26,567.17,49.01M,-0.21
4/11/2013,729.17,716.62,733.90,708.73,8.51M,0.04
4/10/2013,703.91,700.75,706.95,694.06,3.28M,0.02
4/9/2013,691.59,708.39,709.74,689.06,5.42M,-0.02
4/8/2013,707.98,712.50,718.41,706.81,1.86M,-0.01
4/5/2013,716.46,719.75,724.75,712.50,2.19M,0.00
4/4/2013,720.01,736.25,737.29,718.01,3.75M,-0.03
4/3/2013,742.11,737.23,749.89,737.00,4.18M,0.00
4/2/2013,742.26,732.50,747.42,728.71,4.86M,0.01
4/1/2013,736.05,727.69,738.39,727.69,3.71M,0.02
3/28/2013,722.34,716.25,724.24,712.80,6.17M,0.01
3/26/2013,713.64,711.25,717.41,708.50,1.71M,0.00
3/25/2013,713.19,711.30,716.25,708.16,2.52M,0.00
3/22/2013,715.80,712.49,718.88,707.50,3.69M,0.00
3/21/2013,718.20,720.75,723.62,715.50,4.97M,0.00
3/20/2013,716.41,716.20,718.67,706.89,4.50M,0.00
3/19/2013,714.00,718.75,721.55,710.27,5.99M,0.00
3/18/2013,715.19,716.56,722.50,712.75,3.22M,-0.01
3/15/2013,719.56,719.09,727.91,717.01,3.63M,0.00
3/14/2013,718.52,716.50,722.23,710.73,4.17M,0.00
3/13/2013,715.86,722.50,722.50,712.52,5.37M,-0.02
